name,rae,spearman,kendall,r2,mae,te_mean,te_std,boltz_sp,selectivity_sp,biomech_score
nb137_counter_delta_exp,0.5343012567553603,0.7533453629876355,0.5597497127889871,0.6362403695321213,0.48612416485818744,4.415770104392225,0.62890507045007,0.08269753552574693,0.17813475962523043,0.1304161475754887
grand25,0.5355539512213335,0.7547137068171484,0.560826898804044,0.6399576861364193,0.48726390586271306,4.727685266731127,0.6292894980861732,0.09642651944387559,0.07029561175961956,0.08336106560174758
grand24,0.5358013678957058,0.7545506426248689,0.5606435081773763,0.6399408972159735,0.4874890133702859,4.728139810839128,0.6296214753851243,0.09655033691150706,0.07248486102578107,0.08451759896864407
grand23,0.5360035120072755,0.7543558849466442,0.5603480714918134,0.6398397570837453,0.4876729304698162,4.723535824924168,0.6310139387689292,0.09404083327644665,0.07930984339090269,0.08667533833367466
grand18,0.5362574483755984,0.7537872583192586,0.5599845650710973,0.6392146857149357,0.4879039698009376,4.727177582587004,0.6396138602840157,0.0925076477063281,0.11522046442305507,0.1038640560646916
lgbm_tuned,0.5394265121007491,0.7477407556539293,0.5545780503336358,0.6341728156142847,0.4907872841059171,4.642131904688421,0.671202062704434,0.09287892233827112,0.26059372653423446,0.17673632443625278
nb172_brute_ensemble,0.5403169158495539,0.749660706674266,0.5570973322841598,0.6173253576598168,0.4915974015692427,4.746211869535252,0.5647249264252753,0.07249348291692266,-0.40128681280861045,-0.1643966649458439
nb219_aug_30pct,0.5418182932961458,0.7812609390877219,0.5860412386379226,0.6390377814434594,0.49296340220677365,4.599819796508599,0.5367810795407951,0.08761734660500149,-0.28400020550321986,-0.09819142944910919
nb216_aux_stack,0.5422228820056731,0.7386285895128051,0.5464000915339826,0.613125990338597,0.49333150979784396,4.757613704967539,0.5860786166104471,0.0851888176382916,-0.2798376097913396,-0.09732439607652399
nb276_combined,0.5467800518336622,0.7419736265362782,0.5494931709426898,0.6025391030992044,0.4974777668929539,4.76291133733285,0.5591382754300954,0.0688614446094159,-0.35060155912235197,-0.14087005725646803
grand15,0.5472959265999544,0.7480297063896456,0.5543621452973931,0.6239935519463377,0.4979471260545964,4.828059298176259,0.5937288785070199,0.07824446207932284,-0.1658866077320409,-0.043821072826359025
nb146_chembl_analogy,0.5475847173455404,0.7413498320733454,0.5493558618893047,0.6019589517401742,0.49820987699938973,4.746146618275059,0.5514473507993541,0.08062721502605412,-0.3650994024051699,-0.1422360936895579
nb174_engineered,0.5484921793994697,0.7375802356301887,0.5462616128975192,0.6005877835137482,0.49903551464768164,4.747860907273751,0.5579145042722922,0.07564722847975973,-0.3799604317416434,-0.15215660163094183
nb148_pxr_network,0.5485991763126539,0.7385091017799554,0.5466690956419772,0.6009594443125945,0.4991328638199069,4.740579341224032,0.5533632598959702,0.07174293396022483,-0.36483941238878653,-0.14654823921428084
nb245_massive_mean,0.548945450497478,0.7448719422324735,0.5520959611249999,0.609687219829979,0.49944791501393143,4.72370719909668,0.5370762348175049,0.07505756223405467,-0.42821528986620255,-0.17657886381607393
nb132_tanimoto,0.5498502695288205,0.7390545002992759,0.5468966965090023,0.5999117199754778,0.5002711479567664,4.7216749443530075,0.545301991863141,0.07816250967073977,-0.42543344113363835,-0.17363546573144928
