file,te_rae,pred_oof_rae,gap,flag
te_nb613_alpha,5.186886461807627,,,ok
te_nb520_alpha,5.186886461807627,,,ok
te_nb512_alpha,5.186886461807627,,,ok
te_nb527_alpha,5.186886461807627,,,ok
te_nb501_alpha,5.186886461807627,,,ok
te_nb443_err_hat,5.288209801825875,,,ok
te_nb288_gp_std,5.311766679672495,,,ok
te_ensemble_uncertainty,5.441288647072871,,,ok
te_oof_stochastic_std,5.592610560090874,,,ok
te_chemprop_disagreement_std,5.68720701394833,,,ok
te_nb172_variance,5.700960028220155,,,ok
te_nb271_correction,5.816730966617674,,,ok
te_nb246_tta_var,5.839899408488893,,,ok
te_oof_chemprop_chembl_nr_multitask,5.839899408488894,,,ok
te_nb218_residual_blend,5.840374689004315,,,ok
te_nb610_resid_hat,5.848529911041759,,,ok
te_nb611_resid_hat,5.850398602212492,,,ok
te_nb494_resid_hat,5.905061866100607,,,ok
te_nb481_resid_hat,5.911030439888986,,,ok
te_nb520_resid_hat,5.911091262447698,,,ok
te_nb482_resid_hat,5.911604936926244,,,ok
te_nb472_resid_hat,5.911604937788145,,,ok
te_nb511_resid_hat,5.923357084414784,,,ok
te_nb601_resid_hat,5.923644838008526,,,ok
te_nb613_resid_hat,5.923647931613961,,,ok
te_nb502_resid_hat,5.923757018001823,,,ok
te_nb501_resid_hat,5.923774076772853,,,ok
te_nb510_resid_hat,5.92389753950704,,,ok
te_nb527_resid_hat,5.923954988907707,,,ok
te_nb512_resid_hat,5.923973836030268,,,ok
te_boltz_iptm_adjustment,5.992075506436625,,,ok
te_nb522_resid_hat,5.994631094541219,,,ok
te_nb521_resid_hat,6.0057228560669005,,,ok
te_nb612_resid_hat,6.00581539205421,,,ok
te_nb259_multitask_nn,149.2737212541535,,,ok
te_atompair,,,,"feature_array:(513, 2048)"
te_avalon512,,,,"feature_array:(513, 512)"
te_boltz_pseudo_pec50,,,,ok
te_chemberta,,,,"feature_array:(513, 384)"
te_emb_chemberta_mtr,,,,"feature_array:(513, 384)"
te_emb_chemberta_zinc,,,,"feature_array:(513, 768)"
te_maccs,,,,"feature_array:(513, 167)"
te_nb267_q_features,,,,"feature_array:(513, 5)"
te_nb280_contact_profiles,,,,"feature_array:(513, 20)"
te_nb441,,,,ok
te_topotorsion,,,,"feature_array:(513, 2048)"
